Country;ISO3166_alpha3;coalcons_ej;coalprod_ej;gascons_ej;gasprod_ej;oilcons_ej;oilprod_kbd;Years
Angola;AGO;0.0;0.0;0.0;0.0;0.0;116.144137;1971
Angola;AGO;0.0;0.0;0.0;0.0;0.0;142.8753279;1972
Angola;AGO;0.0;0.0;0.0;0.0;0.0;165.9636986;1973
Angola;AGO;0.0;0.0;0.0;0.0;0.0;173.394;1974
Angola;AGO;0.0;0.0;0.0;0.0;0.0;158.1679726;1975
Angola;AGO;0.0;0.0;0.0;0.0;0.0;153.14;1976
Angola;AGO;0.0;0.0;0.0;0.0;0.0;143.368274;1977
Angola;AGO;0.0;0.0;0.0;0.0;0.0;131.3295616;1978
Angola;AGO;0.0;0.0;0.0;0.0;0.0;146.169863;1979
Angola;AGO;0.0;0.0;0.0;0.0;0.0;150.3865574;1980
Angola;AGO;0.0;0.0;0.0;0.0;0.0;145.3172055;1981
Angola;AGO;0.0;0.0;0.0;0.0;0.0;130.1317808;1982
Angola;AGO;0.0;0.0;0.0;0.0;0.0;178.4490411;1983
Angola;AGO;0.0;0.0;0.0;0.0;0.0;203.9572131;1984
Angola;AGO;0.0;0.0;0.0;0.0;0.0;232.4912877;1985
Angola;AGO;0.0;0.0;0.0;0.0;0.0;282.7168767;1986
Angola;AGO;0.0;0.0;0.0;0.0;0.0;355.3957808;1987
Angola;AGO;0.0;0.0;0.0;0.0;0.0;451.8885246;1988
Angola;AGO;0.0;0.0;0.0;0.0;0.0;459.6636164;1989
Angola;AGO;0.0;0.0;0.0;0.0;0.0;474.6460274;1990
Angola;AGO;0.0;0.0;0.0;0.0;0.0;497.6677808;1991
Angola;AGO;0.0;0.0;0.0;0.0;0.0;549.7369672;1992
Angola;AGO;0.0;0.0;0.0;0.0;0.0;503.6769863;1993
Angola;AGO;0.0;0.0;0.0;0.0;0.0;556.7447671;1994
Angola;AGO;0.0;0.0;0.0;0.0;0.0;632.8546027;1995
Angola;AGO;0.0;0.0;0.0;0.0;0.0;715.9760656;1996
Angola;AGO;0.0;0.0;0.0;0.0;0.0;741.0;1997
Angola;AGO;0.0;0.0;0.0;0.0;0.0;730.8493151;1998
Angola;AGO;0.0;0.0;0.0;0.0;0.0;745.060274;1999
Angola;AGO;0.0;0.0;0.0;0.0;0.0;746.0614754;2000
Angola;AGO;0.0;0.0;0.0;0.0;0.0;742.0150685;2001
Angola;AGO;0.0;0.0;0.0;0.0;0.0;905.4410959;2002
Angola;AGO;0.0;0.0;0.0;0.0;0.0;869.5630685;2003
Angola;AGO;0.0;0.0;0.0;0.0;0.0;1106.441208;2004
Angola;AGO;0.0;0.0;0.0;0.0;0.0;1269.022575;2005
Angola;AGO;0.0;0.0;0.0;0.0;0.0;1401.440285;2006
Angola;AGO;0.0;0.0;0.0;0.0;0.0;1655.990605;2007
Angola;AGO;0.0;0.0;0.0;0.0;0.0;1876.322885;2008
Angola;AGO;0.0;0.0;0.0;0.0;0.0;1753.832877;2009
Angola;AGO;0.0;0.0;0.0;0.0;0.0;1812.318233;2010
Angola;AGO;0.0;0.0;0.0;0.0;0.0;1670.399937;2011
Angola;AGO;0.0;0.0;0.0;0.0;0.0;1734.063651;2012
Angola;AGO;0.0;0.0;0.0;0.0;0.0;1737.851674;2013
Angola;AGO;0.0;0.0;0.0;0.0;0.0;1701.373826;2014
Angola;AGO;0.0;0.0;0.0;0.0;0.0;1795.646188;2015
Angola;AGO;0.0;0.0;0.0;0.0;0.0;1744.837415;2016
Angola;AGO;0.0;0.0;0.0;0.0;0.0;1671.357706;2017
Angola;AGO;0.0;0.0;0.0;0.0;0.0;1519.226037;2018
Angola;AGO;0.0;0.0;0.0;0.0;0.0;1417.286133;2019
Argentina;ARG;0.030438177;0.0;0.1484424;0.0;0.936501458;275.6739726;1965
Argentina;ARG;0.025098546;0.0;0.16076592;0.0;0.966833287;292.8641096;1966
Argentina;ARG;0.028225429;0.0;0.16811802;0.0;0.990671855;318.6312329;1967
Argentina;ARG;0.027428527;0.0;0.18719847;0.0;1.011626918;348.1584699;1968
Argentina;ARG;0.032839812;0.0;0.18649827;0.0;1.051134314;361.5320548;1969
Argentina;ARG;0.042201354;0.0;0.2107602;0.2107602;0.943775287;399.4646575;1970
Argentina;ARG;0.036999151;0.0;0.22752999;0.227757555;1.007910396;431.5380822;1971
Argentina;ARG;0.031144662;0.0;0.25532793;0.21650184;1.009286106;444.115847;1972
Argentina;ARG;0.034187479;0.0;0.29054799;0.23575734;1.012744459;433.6356164;1973
Argentina;ARG;0.042573319;0.0;0.30752784;0.25375248;1.016294291;423.3873973;1974
Argentina;ARG;0.041439385;0.0;0.31509;0.26929692;0.95738496;406.0909589;1975
Argentina;ARG;0.041913307;0.0;0.3546513;0.25676334;0.994542131;408.0218579;1976
Argentina;ARG;0.039630611;0.0;0.3704058;0.2650257;1.048462724;441.7150685;1977
Argentina;ARG;0.048309103;0.0;0.3602529;0.2734281;1.048424516;466.2049315;1978
Argentina;ARG;0.045006026;0.0;0.3704058;0.2531223;1.108975094;487.2827397;1979
Argentina;ARG;0.040120523;0.0;0.4036653;0.293926455;1.037729972;505.7103825;1980
Argentina;ARG;0.038017682;0.0;0.4218705;0.305829855;0.962041366;518.9254795;1981
Argentina;ARG;0.038397874;0.0;0.4792869;0.3427479;0.922755709;517.0821918;1982
Argentina;ARG;0.034847868;0.0;0.5153472;0.4600314;0.939376469;520.1726027;1983
Argentina;ARG;0.025866805;0.0;0.5486067;0.4719348;0.885555937;509.0065574;1984
Argentina;ARG;0.038158581;0.0;0.5605101;0.4862889;0.801013266;490.7945205;1985
Argentina;ARG;0.043593658;0.0;0.605673;0.5430051;0.920089592;465.3676712;1986
Argentina;ARG;0.048382822;0.0;0.6060231;0.5304015;0.98201877;459.4049315;1987
Argentina;ARG;0.049580459;0.0;0.7079022;0.6287796;0.979305352;481.2021858;1988
Argentina;ARG;0.053649965;0.0;0.7436124;0.6648399;0.888442783;492.2865753;1989
Argentina;ARG;0.044158076;0.0;0.7103529;0.6245784;0.840395122;517.4109589;1990
Argentina;ARG;0.038858445;0.0;0.7233066;0.6977493;0.865808408;525.6115068;1991
Argentina;ARG;0.043805389;0.0;0.7821234;0.7033509;0.914558087;586.8710383;1992
Argentina;ARG;0.029051954;0.0;0.8258859;0.7534152;0.90585889;629.8652055;1993
Argentina;ARG;0.025434385;0.0;0.8489925;0.7796727;0.875660084;695.4920548;1994
Argentina;ARG;0.026690949;0.0;0.9449199;0.8756001;0.87084427;757.9161644;1995
Argentina;ARG;0.027960538;0.0;1.0842597;1.0128393;0.905127057;822.7989071;1996
Argentina;ARG;0.02205977;0.0;0.9991854;0.9585738;0.906223687;877.430137;1997
Argentina;ARG;0.029654674;0.0;1.0681551;1.0359459;0.926250484;889.9479452;1998
Argentina;ARG;0.03558769;0.0;1.1329236;1.2102957;0.862435853;834.5519864;1999
Argentina;ARG;0.02704553;0.0;1.1626821;1.3097241;0.871115993;848.3776772;2000
Argentina;ARG;0.022164668;0.0;1.0884609;1.3002714;0.839211487;921.3117023;2001
Argentina;ARG;0.016510667;0.0;1.0597527;1.2642111;0.773544477;907.621897;2002
Argentina;ARG;0.020137913;0.0;1.2106458;1.4368104;0.796118012;912.9225876;2003
Argentina;ARG;0.03427135;0.0;1.3251285;1.5712488;0.837530224;873.9009749;2004
Argentina;ARG;0.039461922;0.0;1.414404;1.5975063;0.890232612;842.4784148;2005
Argentina;ARG;0.035725754;0.0;1.463418;1.613961;0.935856539;848.5186626;2006
Argentina;ARG;0.0516973;0.0;1.5376392;1.5694983;1.03953202;813.9296808;2007
Argentina;ARG;0.063057847;0.0;1.5547941;1.5425406;1.069038552;802.3307686;2008
Argentina;ARG;0.034635377;0.0;1.506080098;1.450842883;1.046956211;729.694854;2009
Argentina;ARG;0.048499488;0.0;1.515146996;1.403891847;1.174656509;711.8400912;2010
Argentina;ARG;0.052627123;0.0;1.578232393;1.357842424;1.17631168;667.2363986;2011
Argentina;ARG;0.04920905;0.0;1.643911536;1.320883319;1.22303093;656.6560847;2012
Argentina;ARG;0.05378149;0.0;1.656996803;1.244010728;1.311081952;644.3725278;2013
Argentina;ARG;0.05721018;0.0;1.661579246;1.241491664;1.285461346;637.5934115;2014
Argentina;ARG;0.056930865;0.0;1.679492458;1.277681193;1.322245099;646.3601659;2015
Argentina;ARG;0.043879109;0.0;1.735560403;1.342164831;1.293744022;609.6309458;2016
Argentina;ARG;0.045091037;0.0;1.738801028;1.337395978;1.259620823;590.0627511;2017
Argentina;ARG;0.049352932;0.0;1.753352629;1.419314035;1.20352202;591.3221845;2018
Argentina;ARG;0.022851728;0.0;1.709661422;1.498169397;1.18557999;620.4096464;2019
Australia;AUS;0.7273;0.0;0.00010611;0.0;0.652022942;7.0;1965
Australia;AUS;0.7538;0.0;0.00014148;0.0;0.770571187;9.0;1966
Australia;AUS;0.7749;0.0;0.00014148;0.0;0.84379596;21.0;1967
Australia;AUS;0.7981;0.0;0.00109647;0.0;0.919025956;39.0;1968
Australia;AUS;0.8254;0.0;0.0148554;0.0;0.944813246;45.0;1969
Australia;AUS;0.8341;0.0;0.062294309;0.062294309;1.044703518;176.0;1970
Australia;AUS;0.83725;0.0;0.092976046;0.092976046;1.099960433;315.0;1971
Australia;AUS;0.87455;0.0;0.133467346;0.133467346;1.11972008;337.0;1972
Australia;AUS;0.91075;0.0;0.16944768;0.16944768;1.194814635;424.0;1973
Australia;AUS;0.95065;0.0;0.193327165;0.193327165;1.266246588;420.0;1974
Australia;AUS;0.98115;0.0;0.207611894;0.207611894;1.25317627;451.0;1975
Australia;AUS;1.01445;0.0;0.245077983;0.245077983;1.280957347;461.0;1976
Australia;AUS;1.05905;0.0;0.279966376;0.279966376;1.341362727;490.0;1977
Australia;AUS;1.0867;0.0;0.30141137;0.30141137;1.351130458;490.0;1978
Australia;AUS;1.13595;0.0;0.346950658;0.346950658;1.374507236;491.0;1979
Australia;AUS;1.16915;0.0;0.398397165;0.398397165;1.318266347;460.0;1980
Australia;AUS;1.1993;2.838856324;0.431799803;0.431799803;1.275635974;449.0;1981
Australia;AUS;1.21205;2.897835495;0.421131007;0.421131007;1.281516492;443.0;1982
Australia;AUS;1.2116;3.019466588;0.457469354;0.457469354;1.259365352;431.0;1983
Australia;AUS;1.28125;3.171302359;0.45114215;0.45114215;1.319278074;562.7667187;1984
Australia;AUS;1.3253;3.867644413;0.482229444;0.482229444;1.260262206;655.2011796;1985
Australia;AUS;1.35895;4.114294311;0.526785413;0.526785413;1.289819187;588.2174498;1986
Australia;AUS;1.4161;4.297203165;0.537820527;0.537820527;1.31437705;623.4070788;1987
Australia;AUS;1.48955;4.223856645;0.550776224;0.550776204;1.376739525;592.6893655;1988
Australia;AUS;1.56225;4.588840801;0.600752309;0.637472303;1.426228501;562.355655;1989
Australia;AUS;1.59965;4.804564366;0.603934118;0.742001294;1.446988954;647.1793833;1990
Australia;AUS;1.63175;4.983927391;0.578955635;0.776754;1.406975789;613.0850379;1991
Australia;AUS;1.64145;5.318046916;0.598930453;0.840009431;1.413195967;605.0290899;1992
Australia;AUS;1.652;5.342760234;0.620976359;0.877820501;1.484948724;567.785249;1993
Australia;AUS;1.68575;5.460877267;0.689639643;1.007683799;1.541312074;609.9913052;1994
Australia;AUS;1.743;5.730544761;0.696296492;1.065454861;1.58962153;578.8428583;1995
Australia;AUS;1.81425;5.906456124;0.701375877;1.066813306;1.614433949;611.5729567;1996
Australia;AUS;1.90605;6.440811441;0.688698184;1.066955294;1.643524709;658.2702007;1997
Australia;AUS;1.9911;6.595566427;0.709031543;1.089853485;1.641503909;630.0988025;1998
Australia;AUS;2.114529686;6.954904515;0.726265932;1.105651191;1.692530423;612.4836256;1999
Australia;AUS;2.129700933;7.188551224;0.739982863;1.122923895;1.683568829;805.5982622;2000
Australia;AUS;2.108202797;7.768515473;0.798095488;1.175087442;1.694329281;747.9749909;2001
Australia;AUS;2.155660364;8.006566792;0.821333414;1.188041749;1.68876323;748.8681551;2002
Australia;AUS;2.217399174;8.276571736;0.827794414;1.214828131;1.687659186;654.8500842;2003
Australia;AUS;2.310588353;8.599791732;0.844329634;1.293491254;1.735485388;574.0345097;2004
Australia;AUS;2.297264106;9.004638402;0.837323363;1.376470069;1.724086927;569.8146693;2005
Australia;AUS;2.359484506;9.204625684;0.933950271;1.464560179;1.865140437;531.6472733;2006
Australia;AUS;2.339022147;9.507078988;1.044713358;1.539042653;1.843008836;549.4064243;2007
Australia;AUS;2.437994799;9.794237405;1.027258486;1.500584524;1.845358292;537.7934839;2008
Australia;AUS;2.357241931;10.16220199;1.048911635;1.681113342;1.834447425;507.1948589;2009
Australia;AUS;2.186380861;10.49324208;1.216210516;1.944382225;1.8180861;547.8402912;2010
Australia;AUS;2.131171381;10.26292812;1.270190931;2.003424168;1.936222213;482.5699968;2011
Australia;AUS;1.995832977;11.13087309;1.274064462;2.142939397;2.011291114;478.6289529;2012
Australia;AUS;1.894232977;11.96547578;1.33824537;2.224805324;2.047591648;406.8779762;2013
Australia;AUS;1.878550195;12.81401855;1.443597019;2.399188324;2.069431684;435.8500502;2014
Australia;AUS;1.945262489;12.80052942;1.515850919;2.737401919;1.996255446;384.2779886;2015
Australia;AUS;1.943987255;12.82700071;1.502138604;3.471092119;2.012688498;361.057546;2016
Australia;AUS;1.877342818;12.50392821;1.484720586;4.061540253;2.104650353;348.1381737;2017
Australia;AUS;1.844549393;13.06072023;1.491384003;4.683703501;2.159105407;355.7272942;2018
Australia;AUS;1.783109994;13.14794325;1.934650224;5.524707496;2.142717008;490.4932334;2019
Austria;AUT;0.212813639;0.0;0.063103129;0.0;0.235070909;0.0;1965
Austria;AUT;0.203283347;0.0;0.067755723;0.0;0.25843989;0.0;1966
Austria;AUT;0.192423247;0.0;0.064914061;0.0;0.275573203;0.0;1967
Austria;AUT;0.189985265;0.0;0.069224291;0.0;0.318477842;0.0;1968
Austria;AUT;0.186971033;0.0;0.083984965;0.0;0.35001358;0.0;1969
Austria;AUT;0.201075;0.0;0.101872808;0.0;0.385357127;0.0;1970
Austria;AUT;0.184441;0.0;0.117023928;0.0;0.430585294;0.0;1971
Austria;AUT;0.167234;0.0;0.126467109;0.0;0.464842347;0.0;1972
Austria;AUT;0.166211;0.0;0.139000317;0.0;0.50374012;0.0;1973
Austria;AUT;0.175402;0.0;0.150667092;0.0;0.450819644;0.0;1974
Austria;AUT;0.152426;0.0;0.150485828;0.0;0.455613329;0.0;1975
Austria;AUT;0.162216;0.0;0.171396405;0.0;0.494680791;0.0;1976
Austria;AUT;0.136081;0.0;0.174673216;0.0;0.473711546;0.0;1977
Austria;AUT;0.138248;0.0;0.181685659;0.0;0.509650909;0.0;1978
Austria;AUT;0.15007;0.0;0.180145319;0.0;0.530671539;0.0;1979
Austria;AUT;0.154205;0.0;0.173066315;0.0;0.517994816;0.0;1980
Austria;AUT;0.15786;0.0;0.164966752;0.0;0.470271189;0.0;1981
Austria;AUT;0.15014;0.0;0.159678954;0.0;0.446042848;0.0;1982
Austria;AUT;0.160761;0.0;0.162925414;0.0;0.432287224;0.0;1983
Austria;AUT;0.183191;0.0;0.1814036;0.0;0.420474473;0.0;1984
Austria;AUT;0.182934;0.0;0.194369776;0.0;0.421149327;0.0;1985
Austria;AUT;0.163089;0.0;0.188716554;0.0;0.443585877;0.0;1986
Austria;AUT;0.161782;0.0;0.196868802;0.0;0.456697242;0.0;1987
Austria;AUT;0.154922;0.0;0.188586105;0.0;0.453520698;0.0;1988
Austria;AUT;0.155621;0.0;0.202535351;0.0;0.44719994;0.0;1989
Austria;AUT;0.171506;0.0;0.222965652;0.0;0.465084839;0.0;1990
Austria;AUT;0.1799;0.0;0.236391089;0.0;0.502039749;0.0;1991
Austria;AUT;0.139975288;0.0;0.232136043;0.0;0.488892636;0.0;1992
Austria;AUT;0.125851501;0.0;0.244124825;0.0;0.492922086;0.0;1993
Austria;AUT;0.127636;0.0;0.251105379;0.0;0.488677539;0.0;1994
Austria;AUT;0.14521911;0.0;0.274165777;0.0;0.487547357;0.0;1995
Austria;AUT;0.14583669;0.0;0.291819168;0.0;0.504375231;0.0;1996
Austria;AUT;0.154686709;0.0;0.281252578;0.0;0.512276099;0.0;1997
Austria;AUT;0.136188;0.0;0.288746249;0.0;0.531850012;0.0;1998
Austria;AUT;0.135251699;0.0;0.294939462;0.0;0.522696569;0.0;1999
Austria;AUT;0.152924419;0.0;0.281538555;0.0;0.511784791;0.0;2000
Austria;AUT;0.157972081;0.0;0.298375059;0.0;0.555343799;0.0;2001
Austria;AUT;0.160486962;0.0;0.29334733;0.0;0.567060783;0.0;2002
Austria;AUT;0.1711717;0.0;0.322666986;0.0;0.613599061;0.0;2003
Austria;AUT;0.167674703;0.0;0.325772415;0.0;0.597133839;0.0;2004
Austria;AUT;0.167176972;0.0;0.342997432;0.0;0.594699569;0.0;2005
Austria;AUT;0.167032694;0.0;0.322315228;0.0;0.594263052;0.0;2006
Austria;AUT;0.161494536;0.0;0.304952235;0.0;0.559040848;0.0;2007
Austria;AUT;0.159539072;0.0;0.326467975;0.0;0.553594055;0.0;2008
Austria;AUT;0.120206823;0.0;0.317948899;0.0;0.525680018;0.0;2009
Austria;AUT;0.141338446;0.0;0.346061236;0.0;0.548830165;0.0;2010
Austria;AUT;0.145150691;0.0;0.325505041;0.0;0.512335312;0.0;2011
Austria;AUT;0.134837464;0.0;0.310469097;0.0;0.512070404;0.0;2012
Austria;AUT;0.137146727;0.0;0.295216601;0.0;0.528391438;0.0;2013
Austria;AUT;0.125624028;0.0;0.270395121;0.0;0.506845511;0.0;2014
Austria;AUT;0.135768935;0.0;0.28685142;0.0;0.504725079;0.0;2015
Austria;AUT;0.125926544;0.0;0.30031885;0.0;0.52230384;0.0;2016
Austria;AUT;0.13050723;0.0;0.326514739;0.0;0.529730141;0.0;2017
Austria;AUT;0.119585076;0.0;0.312729081;0.0;0.536924133;0.0;2018
Austria;AUT;0.125841471;0.0;0.320415877;0.0;0.548101923;0.0;2019
Azerbaijan;AZE;0.0;0.0;0.0;0.0;0.0;0.0;1965
Azerbaijan;AZE;0.0;0.0;0.0;0.0;0.0;0.0;1966
Azerbaijan;AZE;0.0;0.0;0.0;0.0;0.0;0.0;1967
Azerbaijan;AZE;0.0;0.0;0.0;0.0;0.0;0.0;1968
Azerbaijan;AZE;0.0;0.0;0.0;0.0;0.0;0.0;1969
Azerbaijan;AZE;0.0;0.0;0.0;0.0;0.0;0.0;1970
Azerbaijan;AZE;0.0;0.0;0.0;0.0;0.0;0.0;1971
Azerbaijan;AZE;0.0;0.0;0.0;0.0;0.0;0.0;1972
Azerbaijan;AZE;0.0;0.0;0.0;0.0;0.0;0.0;1973
Azerbaijan;AZE;0.0;0.0;0.0;0.0;0.0;0.0;1974
Azerbaijan;AZE;0.0;0.0;0.0;0.0;0.0;0.0;1975
Azerbaijan;AZE;0.0;0.0;0.0;0.0;0.0;0.0;1976
Azerbaijan;AZE;0.0;0.0;0.0;0.0;0.0;0.0;1977
Azerbaijan;AZE;0.0;0.0;0.0;0.0;0.0;0.0;1978
Azerbaijan;AZE;0.0;0.0;0.0;0.0;0.0;0.0;1979
Azerbaijan;AZE;0.0;0.0;0.0;0.0;0.0;0.0;1980
Azerbaijan;AZE;0.0;0.0;0.0;0.0;0.0;0.0;1981
Azerbaijan;AZE;0.0;0.0;0.0;0.0;0.0;0.0;1982
Azerbaijan;AZE;0.0;0.0;0.0;0.0;0.0;0.0;1983
Azerbaijan;AZE;0.0;0.0;0.0;0.0;0.0;0.0;1984
Azerbaijan;AZE;0.003851856;0.0;0.477358991;0.493819646;0.349867972;273.5178082;1985
Azerbaijan;AZE;0.003851856;0.0;0.53039108;0.477323894;0.366542535;268.3890411;1986
Azerbaijan;AZE;0.003851856;0.0;0.523845425;0.438716814;0.34497687;285.6739726;1987
Azerbaijan;AZE;0.003851856;0.0;0.51729977;0.417658407;0.353315703;279.9781421;1988
Azerbaijan;AZE;0.003851856;0.0;0.543499938;0.389580531;0.344524376;268.2109589;1989
Azerbaijan;AZE;0.003726252;0.0;0.554292372;0.347463717;0.361421382;254.3315068;1990
Azerbaijan;AZE;0.002805156;0.0;0.53039108;0.301837168;0.34848406;239.7205753;1991
Azerbaijan;AZE;0.000502416;0.0;0.412499097;0.277269027;0.33955009;227.5371858;1992
Azerbaijan;AZE;0.000125604;0.0;0.304487018;0.238661947;0.338599467;207.4040822;1993
Azerbaijan;AZE;0.000167472;0.0;0.284832504;0.224623009;0.310172486;193.4217534;1994
Azerbaijan;AZE;0.000125604;0.0;0.281550903;0.231642478;0.279637919;185.0685205;1995
Azerbaijan;AZE;0.000125604;0.0;0.206267097;0.206267097;0.251179281;183.2893989;1996
Azerbaijan;AZE;0.000125604;0.0;0.196439841;0.196439841;0.239049665;182.3065753;1997
Azerbaijan;AZE;0.0;0.0;0.183313434;0.183313434;0.251544577;230.6956164;1998
Azerbaijan;AZE;0.0;0.0;0.196439841;0.196439841;0.241159293;278.7186301;1999
Azerbaijan;AZE;0.0;0.0;0.189876637;0.18520869;0.267358699;281.1849727;2000
Azerbaijan;AZE;0.000125604;0.0;0.272355398;0.181558566;0.170173227;300.1553425;2001
Azerbaijan;AZE;8.3736e-05;0.0;0.27312754;0.168397062;0.156670078;307.039589;2002
Azerbaijan;AZE;0.000125604;0.0;0.280076814;0.167870602;0.182158899;307.9339726;2003
Azerbaijan;AZE;3.85e-05;0.0;0.328420494;0.163553628;0.196463174;308.6536885;2004
Azerbaijan;AZE;0.000134815;0.0;0.339235776;0.201181492;0.229674641;444.9186027;2005
Azerbaijan;AZE;0.000134815;0.0;0.358617618;0.237377384;0.205605288;646.1666849;2006
Azerbaijan;AZE;0.0002064;0.0;0.315749124;0.380177952;0.193877494;875.5329315;2007
Azerbaijan;AZE;0.0001548;0.0;0.361244696;0.573367779;0.155000506;915.8311202;2008
Azerbaijan;AZE;0.0001548;0.0;0.30845327;0.572883435;0.144540166;1026.670658;2009
Azerbaijan;AZE;0.0002322;0.0;0.293215502;0.585167506;0.142691239;1036.716877;2010
Azerbaijan;AZE;0.0002064;0.0;0.32112464;0.574241703;0.174893662;932.0758082;2011
